identifier,type,id,operator,capacity,charging_station:output,access,payment:cards,opening_hours,network,total_sockets,total_kw,flag_missing_tag,overflow,overflow_power,adjusted_kw,evse_id,socket:chademo,socket:chademo:kw,socket:tesla_destination,socket:tesla_destination:kw,socket:type2,socket:type2:kw,socket:type2_cable,socket:type2_cable:kw,socket:type2_combo,socket:type2_combo:kw
SNT-00215,unassigned_point,node/13139732282,Galp Power,2,72.0,yes,no,08:00-21:00,Mobi.E,3,122.0,no,1,22.0,72.0,PT*GLP*ESNT*00215*01;PT*GLP*ESNT*00215*02;PT*GLP*ESNT*00215*03,1,50.0,,,,,1,22.0,1,50.0
VFX-00123,unassigned_point,node/13139744693,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*GLP*EVFX*00123*01;PT*GLP*EVFX*00123*02,,,,,2,22.0,,,,
TMR-00039,unassigned_point,node/13139778936,EDP,1,0.0,customers,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,PT*EDP*ETMR*00039*1,,,,,1,7.4,,,,
TMR-00040,unassigned_point,node/13139778937,EDP,1,0.0,customers,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,PT*EDP*ETMR*00040*1,,,,,1,7.4,,,,
PLM-?????,unassigned_point,node/13140030918,IONITY,2,0.0,yes,no,24/7,Mobi.E;Ionity,2,800.0,yes,0,0.0,800.0,,,,,,,,,,2,400.0
PLM-?????,unassigned_point,node/13140030919,IONITY,2,0.0,yes,no,24/7,Mobi.E;Ionity,2,800.0,yes,0,0.0,800.0,,,,,,,,,,2,400.0
PLM-?????,unassigned_point,node/13140030920,IONITY,2,0.0,yes,no,24/7,Mobi.E;Ionity,2,800.0,yes,0,0.0,800.0,,,,,,,,,,2,400.0
PLM-?????,unassigned_point,node/13140030921,IONITY,2,0.0,yes,no,24/7,Mobi.E;Ionity,2,800.0,yes,0,0.0,800.0,,,,,,,,,,2,400.0
LLE-00187,unassigned_point,node/13140673448,Loulé Concelho Global,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*LCG*E*LLE*00187*01;PT*LCG*E*LLE*00187*02,,,,,2,22.0,,,,
VFX-00124,unassigned_point,node/13140706963,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*GLP*EVFX*00124*01;PT*GLP*EVFX*00124*02,,,,,2,22.0,,,,
TVD-00080,unassigned_point,node/13140714095,Mota Engil II,2,120.0,yes,no,24/7,Mobi.E,2,240.0,yes,0,0.0,120.0,PT*MOT*E*TVD*00080*01;PT*MOT*E*TVD*00080*02,,,,,,,,,2,120.0
NZR-?????,unassigned_point,node/13145177055,Charging Together,2,400.0,yes,yes,24/7,Mobi.E,2,800.0,yes,0,0.0,400.0,,,,,,,,,,2,400.0
NZR-?????,unassigned_point,node/13145177056,Charging Together,2,400.0,yes,yes,24/7,Mobi.E,2,800.0,yes,0,0.0,400.0,,,,,,,,,,2,400.0
NZR-?????,unassigned_point,node/13145177057,Charging Together,2,400.0,yes,yes,24/7,Mobi.E,2,800.0,yes,0,0.0,400.0,,,,,,,,,,2,400.0
NZR-?????,unassigned_point,node/13145177058,Charging Together,2,400.0,yes,yes,24/7,Mobi.E,2,800.0,yes,0,0.0,400.0,,,,,,,,,,2,400.0
NZR-?????,unassigned_point,node/13145177059,Charging Together,2,400.0,yes,yes,24/7,Mobi.E,2,800.0,yes,0,0.0,400.0,,,,,,,,,,2,400.0
NZR-?????,unassigned_point,node/13145177060,Charging Together,2,400.0,yes,yes,24/7,Mobi.E,2,800.0,yes,0,0.0,400.0,,,,,,,,,,2,400.0
node/13145193118,unassigned_point,node/13145193118,,0,0.0,,,,,0,0.0,yes,0,0.0,0.0,,,,,,,,,,,
LSB-01017,unassigned_point,node/13148229291,mobel,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*MOA*E*LSB*01017*01;PT*MOA*E*LSB*01017*02,,,,,2,22.0,,,,
ACN-00007,unassigned_point,node/13148367115,EDP,2,0.0,customers,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,PT*EDP*EACN*00007*1;PT*EDP*EACN*00007*2,,,,,2,7.4,,,,
LRA-00169,unassigned_point,node/13151374159,Cepsa,2,300.0,yes,yes,24/7,Mobi.E,2,600.0,no,0,0.0,300.0,PT*CPS*E*LRA*00169*01;PT*CPS*E*LRA*00169*02,,,,,,,,,2,300.0
MOBI-BRG-00047,unassigned_point,node/13151516132,EDP,2,0.0,private,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*EMOBI*BRG*00047*1;PT*EDP*EMOBI*BRG*00047*2,,,,,2,22.0,,,,
CSC-00501,unassigned_point,node/13154034574,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00501*01;PT*TRK*E*CSC*00501*02,,,,,2,22.0,,,,
CSC-00488,unassigned_point,node/13154034575,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00488*01;PT*TRK*E*CSC*00488*02,,,,,2,22.0,,,,
CSC-00485,unassigned_point,node/13154034576,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00485*01;PT*TRK*E*CSC*00485*02,,,,,2,22.0,,,,
CSC-00480,unassigned_point,node/13154034577,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00480*01;PT*TRK*E*CSC*00480*02,,,,,2,22.0,,,,
AMT-00028,unassigned_point,node/13154179722,Charging Together,2,0.0,yes,yes,24/7,Mobi.E,3,380.0,no,1,80.0,300.0,PT*FCT*E*AMT*00028*01;PT*FCT*E*AMT*00028*02;PT*FCT*E*AMT*00028*03,1,80.0,,,,,,,2,150.0
CSC-00434,unassigned_point,node/13154183393,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00434*01;PT*TRK*E*CSC*00434*02,,,,,2,22.0,,,,
CSC-00400,unassigned_point,node/13154183394,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00400*01;PT*TRK*E*CSC*00400*02,,,,,2,22.0,,,,
CSC-00394,unassigned_point,node/13154183395,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00394*01;PT*TRK*E*CSC*00394*02,,,,,2,22.0,,,,
CSC-00370,unassigned_point,node/13154183396,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00370*01;PT*TRK*E*CSC*00370*02,,,,,2,22.0,,,,
CSC-00366,unassigned_point,node/13154183397,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00366*01;PT*TRK*E*CSC*00366*02,,,,,2,22.0,,,,
CSC-00348,unassigned_point,node/13154183398,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00348*01;PT*TRK*E*CSC*00348*02,,,,,2,22.0,,,,
LLE-00189,unassigned_point,node/13154253876,Loulé Concelho Global,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*LCG*E*LLE*00189*01;PT*LCG*E*LLE*00189*02,,,,,2,22.0,,,,
OBR-00012,unassigned_point,node/13154272993,Galp Power,2,82.0,yes,no,24/7,Mobi.E,3,142.0,no,1,22.0,82.0,PT*GLP*EOBR*00012*01;PT*GLP*EOBR*00012*02;PT*GLP*EOBR*00012*03,1,60.0,,,,,1,22.0,1,60.0
VFX-00105,unassigned_point,node/13157799328,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*GLP*EVFX*00105*01;PT*GLP*EVFX*00105*02,,,,,2,22.0,,,,
VLC-00016,unassigned_point,node/13157818517,Mota Engil II,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*MOT*E*VLC*00016*01;PT*MOT*E*VLC*00016*02,,,,,2,22.0,,,,
LSB-01022,unassigned_point,node/13157820056,EMEL,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EML*E*LSB*01022*01;PT*EML*E*LSB*01022*02,,,,,2,22.0,,,,
VLC-00017,unassigned_point,node/13157821914,Mota Engil II,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*MOT*E*VLC*00017*01;PT*MOT*E*VLC*00017*02,,,,,2,22.0,,,,
VFX-00104,unassigned_point,node/13157834079,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*GLP*EVFX*00104*01;PT*GLP*EVFX*00104*02,,,,,2,22.0,,,,
LSB-00502,unassigned_point,node/13159520656,Image4all,2,0.0,private,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*IMG*E*LSB*00502*01;PT*IMG*E*LSB*00502*02,,,,,2,22.0,,,,
LSB-00589,unassigned_point,node/13159771483,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*ELSB*00589*1;PT*EDP*ELSB*00589*2,,,,,2,22.0,,,,
CSC-00136,unassigned_point,node/13164988998,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*HRZ*E*CSC*00136*01;PT*HRZ*E*CSC*00136*02,,,,,2,22.0,,,,
CRT-00003,unassigned_point,node/13167221867,EDP,1,0.0,customers,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,PT*EDP*ECRT*00003*1,,,,,1,7.4,,,,
BJA-00045,unassigned_point,node/13171993921,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*BJA*00045*01;PT*TRK*E*BJA*00045*02,,,,,2,22.0,,,,
CSC-00384,unassigned_point,node/13172036827,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00384*01;PT*TRK*E*CSC*00384*02,,,,,2,22.0,,,,
CSC-00353,unassigned_point,node/13172036828,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00353*01;PT*TRK*E*CSC*00353*02,,,,,2,22.0,,,,
CSC-00307,unassigned_point,node/13172036829,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00307*01;PT*TRK*E*CSC*00307*02,,,,,2,22.0,,,,
CSC-00471,unassigned_point,node/13172043552,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00471*01;PT*TRK*E*CSC*00471*02,,,,,2,22.0,,,,
CSC-00448,unassigned_point,node/13172043553,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00448*01;PT*TRK*E*CSC*00448*02,,,,,2,22.0,,,,
CSC-00443,unassigned_point,node/13172043554,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00443*01;PT*TRK*E*CSC*00443*02,,,,,2,22.0,,,,
CSC-00506,unassigned_point,node/13172044007,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00506*01;PT*TRK*E*CSC*00506*02,,,,,2,22.0,,,,
CSC-00494,unassigned_point,node/13172044008,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00494*01;PT*TRK*E*CSC*00494*02,,,,,2,22.0,,,,
CSC-00476,unassigned_point,node/13172044009,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00476*01;PT*TRK*E*CSC*00476*02,,,,,2,22.0,,,,
CTX-00008,unassigned_point,node/13172071696,EDP,2,142.0,yes,no,24/7,Mobi.E,3,262.0,no,1,22.0,142.0,PT*EDP*ECTX*00008*1;PT*EDP*ECTX*00008*2;PT*EDP*ECTX*00008*3,,,,,1,22.0,,,2,120.0
MTJ-00111,unassigned_point,node/13172079180,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*MTJ*00111*01;PT*TRK*E*MTJ*00111*02,,,,,2,22.0,,,,
HRT-00009,unassigned_point,node/13172082494,SEGMA,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,PT*SEG*E*HRT*00009*01;PT*SEG*E*HRT*00009*02,,,,,2,22.0,,,,
CSC-00509,unassigned_point,node/13172083326,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00509*01;PT*TRK*E*CSC*00509*02,,,,,2,22.0,,,,
VNG-00183,unassigned_point,node/13172090178,EDP,2,82.0,yes,no,24/7,Mobi.E,3,142.0,no,1,22.0,82.0,PT*EDP*EVNG*00183*1;PT*EDP*EVNG*00183*2;PT*EDP*EVNG*00183*3,,,,,1,22.0,,,2,60.0
ELV-00003,unassigned_point,node/13172090179,EDP,1,0.0,customers,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*EDP*EELV*00003*1,,,,,1,22.0,,,,
MOBI-SXL-00008,unassigned_point,node/13172100239,EDP,2,0.0,private,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,PT*EDP*E*MOBI*SXL*00008*1;PT*EDP*EMOBI*SXL*00008*1,,,,,2,7.4,,,,
MOBI-SXL-00007,unassigned_point,node/13172100240,EDP,2,0.0,private,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,PT*EDP*E*MOBI*SXL*00007*1;PT*EDP*EMOBI*SXL*00007*1,,,,,2,7.4,,,,
MOBI-SXL-00006,unassigned_point,node/13172100241,EDP,2,0.0,private,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,PT*EDP*E*MOBI*SXL*00006*1;PT*EDP*EMOBI*SXL*00006*1,,,,,2,7.4,,,,
PLM-00057,unassigned_point,node/13173662169,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*EPLM*00057*1;PT*EDP*EPLM*00057*2,,,,,2,22.0,,,,
VLG-00054,unassigned_point,node/13173724159,Galp Power,2,120.0,yes,no,24/7,Mobi.E,2,240.0,no,0,0.0,120.0,PT*GLP*EVLG*00054*01;PT*GLP*EVLG*00054*02,,,,,,,,,2,120.0
VNH-00002,unassigned_point,node/13173766779,EDP,2,93.0,yes,yes,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,PT*EDP*EVNH*00002*1,1,50.0,,,1,43.0,,,1,50.0
ACB-00025,unassigned_point,node/13178537193,EDP,2,0.0,yes,no,09:00-20:00,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*EACB*00025*1;PT*EDP*EACB*00025*2,,,,,2,22.0,,,,
SJM-00034,unassigned_point,node/13178711051,True Kare,2,82.0,yes,no,24/7,Mobi.E,3,122.0,no,1,22.0,82.0,PT*TRK*E*SJM*00034*01;PT*TRK*E*SJM*00034*02;PT*TRK*E*SJM*00034*03,1,50.0,,,1,22.0,,,1,50.0
STB-00117,unassigned_point,node/13178964637,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*HRZ*E*STB*00117*01;PT*HRZ*E*STB*00117*02,,,,,2,22.0,,,,
VCD-00062,unassigned_point,node/13178975928,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*EVCD*00062*1;PT*EDP*EVCD*00062*2,,,,,2,22.0,,,,
ABT-00027,unassigned_point,node/13179004081,EDP,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*EABT*00027*1;PT*EDP*EABT*00027*2,,,,,2,22.0,,,,
TNV-00015,unassigned_point,node/13179052442,EDP,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*ETNV*00015*1;PT*EDP*ETNV*00015*2,,,,,2,22.0,,,,
AMM-00003,unassigned_point,node/13179063440,EDP,1,0.0,customers,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,PT*EDP*E*AMM*00003*1,,,,,1,7.4,,,,
LLE-00190,unassigned_point,node/13184076214,Loulé Concelho Global,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*LCG*E*LLE*00190*01;PT*LCG*E*LLE*00190*02,,,,,2,22.0,,,,
LSB-01032,unassigned_point,node/13184121895,EMEL,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EML*E*LSB*01032*01;PT*EML*E*LSB*01032*02,,,,,2,22.0,,,,
RMR-00015,unassigned_point,node/13184122351,Atlante,2,60.0,yes,no,24/7,Mobi.E,2,120.0,no,0,0.0,60.0,PT*ATL*ERMR*00015*1;PT*ATL*ERMR*00015*2,,,,,,,,,2,60.0
MOBI-SXL-00009,unassigned_point,node/13184128903,EDP,1,0.0,private,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,PT*EDP*E*MOBI*SXL*00009*1,,,,,1,7.4,,,,
MOBI-SXL-00002,unassigned_point,node/13184128904,EDP,1,0.0,private,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,PT*EDP*E*MOBI*SXL*00002*1,,,,,1,7.4,,,,
MOBI-SXL-00001,unassigned_point,node/13184128905,EDP,1,0.0,private,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,PT*EDP*E*MOBI*SXL*00001*1,,,,,1,7.4,,,,
MTS-00189,unassigned_point,node/13189584902,Iberdrola,2,0.0,yes,no,09:00-21:00,Mobi.E,2,44.0,no,0,0.0,44.0,PT*IBD*E*MTS*00189*01;PT*IBD*E*MTS*00189*02,,,,,2,22.0,,,,
VRL-00050,unassigned_point,node/13191443841,Goldenergy,2,0.0,customers,no,24/7,Mobi.E,2,27.6,no,0,0.0,27.6,PT*GLD*E*VRL*00050*01;PT*GLD*E*VRL*00050*02,,,,,2,13.8,,,,
EPS-00040,unassigned_point,node/13192309278,Petrotermica Energia,2,0.0,yes,no,24/7,Mobi.E,2,120.0,no,0,0.0,120.0,PT*PTE*E*EPS*00040*01;PT*PTE*E*EPS*00040*02,,,,,,,,,2,60.0
SEI-00007,unassigned_point,node/13196554930,EDP,2,0.0,customers,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,PT*EDP*ESEI*00007*1;PT*EDP*ESEI*00007*2,,,,,2,7.4,,,,
PNF-00058,unassigned_point,node/13201057639,Galp Power,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*GLP*EPNF*00058*01;PT*GLP*EPNF*00058*02,,,,,2,22.0,,,,
CVL-00039,unassigned_point,node/13201059930,DTE,2,0.0,yes,no,24/7,Mobi.E,2,200.0,no,0,0.0,200.0,PT*DTE*E*CVL*00039*01;PT*DTE*E*CVL*00039*02,1,50.0,,,,,,,1,150.0
VLC-00024,unassigned_point,node/13201107953,Mota Engil II,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*MOT*E*VLC*00024*01;PT*MOT*E*VLC*00024*02,,,,,2,22.0,,,,
CSC-00041,unassigned_point,node/13201140344,EDP,1,0.0,customers,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,PT*EDP*ECSC*00041*1,,,,,1,7.4,,,,
OER-00016,unassigned_point,node/13201140349,EDP,1,0.0,customers,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,PT*EDP*EOER*00016*1,,,,,1,7.4,,,,
BAO-00007,unassigned_point,node/13201619514,Iberdrola,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*IBD*E*BAO*00007*01;PT*IBD*E*BAO*00007*02,,,,,,,2,22.0,,
LRS-00149,unassigned_point,node/13203625122,Iberdrola,2,0.0,yes,no,09:00-21:00,Mobi.E,2,44.0,no,0,0.0,44.0,PT*IBD*E*LRS*00149*01;PT*IBD*E*LRS*00149*02,,,,,2,22.0,,,,
LMG-00005,unassigned_point,node/13203759686,EDP,1,0.0,customers,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,PT*EDP*ELMG*00005*1,,,,,1,7.4,,,,
LSB-00217,unassigned_point,node/13203818153,EDP,1,0.0,customers,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,PT*EDP*ELSB*00217*1,,,,,1,7.4,,,,
LSB-00160,unassigned_point,node/13203818154,EDP,1,0.0,customers,,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,PT*EDP*ELSB*00160*1,,,,,1,7.4,,,,
LSB-00613,unassigned_point,node/13205685771,Logical Gravity,1,0.0,customers,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,PT*LOG*E*LSB*00613*01,,,,,1,22.0,,,,
CSC-00510,unassigned_point,node/13205750159,Powerdot,2,150.0,yes,no,24/7,Mobi.E,2,300.0,no,0,0.0,150.0,PT*HRZ*E*CSC*00510*01;PT*HRZ*E*CSC*00510*02,,,,,,,,,2,150.0
PRD-00041,unassigned_point,node/13205770599,Enercom,1,0.0,private,no,24/7,Mobi.E,1,7.0,no,0,0.0,7.0,PT*ENE*E*PRD*00041*01,,,,,,,1,7.0,,
ALM-00118,unassigned_point,node/13207352146,Galp Power,2,72.0,yes,no,08:00-21:00,Mobi.E,3,122.0,no,1,22.0,72.0,PT*GLP*EALM*00118*01;PT*GLP*EALM*00118*02;PT*GLP*EALM*00118*03,1,50.0,,,,,1,22.0,1,50.0
LSB-01016,unassigned_point,node/13207405900,mobel,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*MOA*E*LSB*01016*01;PT*MOA*E*LSB*01016*02,,,,,2,22.0,,,,
SMP-00002,unassigned_point,node/13216947417,Iberdrola,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*IBD*E*SMP*00002*01;PT*IBD*E*SMP*00002*02,,,,,,,2,22.0,,
BRG-00048,unassigned_point,node/13226597033,EVCE,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,PT*EVC*E*BRG*00048*01;PT*EVC*E*BRG*00048*02,,,,,2,22.0,,,,
BRG-00050,unassigned_point,node/13226674894,EVCE,2,0.0,yes,no,08:00-22:00,Mobi.E,2,14.8,no,0,0.0,14.8,PT*EVC*E*BRG*00050*01;PT*EVC*E*BRG*00050*02,,,,,2,7.4,,,,
CBR-00015,unassigned_point,node/13231701256,Prio.E,1,0.0,yes,no,Mo-Fr 07:30-22:00; Sa 08:30-15:00,Mobi.E,1,22.0,no,0,0.0,22.0,PT*PRI*E*CBR*00015*1,,,,,1,22.0,,,,
CSC-00504,unassigned_point,node/13233616414,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00504*01;PT*TRK*E*CSC*00504*02,,,,,2,22.0,,,,
CSC-00491,unassigned_point,node/13233616415,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00491*01;PT*TRK*E*CSC*00491*02,,,,,2,22.0,,,,
CSC-00478,unassigned_point,node/13233624384,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00478*01;PT*TRK*E*CSC*00478*02,,,,,2,22.0,,,,
CSC-00453,unassigned_point,node/13233624385,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00453*01;PT*TRK*E*CSC*00453*02,,,,,2,22.0,,,,
CSC-00437,unassigned_point,node/13233624386,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00437*01;PT*TRK*E*CSC*00437*02,,,,,2,22.0,,,,
CSC-00433,unassigned_point,node/13233636286,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00433*01;PT*TRK*E*CSC*00433*02,,,,,2,22.0,,,,
CSC-00408,unassigned_point,node/13233636287,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00408*01;PT*TRK*E*CSC*00408*02,,,,,2,22.0,,,,
CSC-00403,unassigned_point,node/13233636288,True Kare,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*TRK*E*CSC*00403*01;PT*TRK*E*CSC*00403*02,,,,,2,22.0,,,,
PLM-00062,unassigned_point,node/13233640157,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*EPLM*00062*1;PT*EDP*EPLM*00062*2,,,,,2,22.0,,,,
LSB-01077,unassigned_point,node/13233652761,Cepsa,2,300.0,yes,yes,24/7,Mobi.E,2,600.0,no,0,0.0,300.0,PT*CPS*E*LSB*01077*01;PT*CPS*E*LSB*01077*02,,,,,,,,,2,300.0
PLM-00052,unassigned_point,node/13233665291,EDP,2,142.0,yes,no,24/7,Mobi.E,3,162.0,no,1,22.0,142.0,PT*EDP*EPLM*00052*1;PT*EDP*EPLM*00052*2;PT*EDP*EPLM*00052*3,1,50.0,,,1,22.0,,,1,90.0
PLM-00065,unassigned_point,node/13233667203,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*EDP*EPLM*00065*1;PT*EDP*EPLM*00065*2,,,,,2,22.0,,,,
OFR-00009,unassigned_point,node/13234604732,Powerdot,2,142.0,yes,no,24/7,Mobi.E,4,192.0,no,2,72.0,142.0,PT*HRZ*E*OFR*00009*01;PT*HRZ*E*OFR*00009*02;PT*HRZ*E*OFR*00009*03;PT*HRZ*E*OFR*00009*04,1,50.0,,,1,22.0,,,2,60.0
OVR-00043,unassigned_point,node/13234608025,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*GLP*EOVR*00043*01;PT*GLP*EOVR*00043*02,,,,,2,22.0,,,,
OVR-00045,unassigned_point,node/13234609428,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*GLP*EOVR*00045*01;PT*GLP*EOVR*00045*02,,,,,2,22.0,,,,
OVR-00056,unassigned_point,node/13234761152,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*GLP*EOVR*00056*01;PT*GLP*EOVR*00056*02,,,,,2,22.0,,,,
SNS-00020,unassigned_point,node/13234852008,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,PT*GLP*ESNS*00020*01;PT*GLP*ESNS*00020*02,,,,,2,22.0,,,,
SNT-00207,unassigned_point,node/13234866081,Iberdrola,2,180.0,yes,yes,24/7,Mobi.E,2,230.0,no,0,0.0,180.0,PT*IBD*E*SNT*00207*01;PT*IBD*E*SNT*00207*02,1,50.0,,,,,,,1,180.0
MOBI-ACH-00001,unassigned_point,node/13237865586,EDP,2,0.0,private,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,PT*EDP*EMOBI*ACH*00001*1;PT*EDP*EMOBI*ACH*00001*2,,,,,,,2,7.4,,
VVC-?????,unassigned_point,node/13238037145,unknown,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,,2,22.0,,,,
