identifier,type,id,capacity,charging_station:output,access,payment:cards,opening_hours,network,total_sockets,total_kw,flag_missing_tag,overflow,overflow_power,adjusted_kw,socket:chademo,socket:tesla_destination,socket:tesla_supercharger_ccs,socket:type2,socket:type2_cable,socket:type2_combo
PRT-90082 / PRT-90082,child_point,child/node/13201606550,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LRS-00138,way,way/1436553747,4,222.0,yes,,24/7,Mobi.E,5,742.0,no,1,22.0,222.0,0,0,0,1,0,4
LRS-00138 / LRS-00138,child_point,child/node/13203636512,2,0.0,yes,no,24/7,Mobi.E,3,422.0,no,1,22.0,400.0,0,0,0,1,0,2
LRS-00138 / LRS-00138,child_point,child/node/13203636525,2,0.0,yes,no,24/7,Mobi.E,2,320.0,no,0,0.0,320.0,0,0,0,0,0,2
LSB-00450…453,way,way/1436568941,4,0.0,yes,,24/7,Mobi.E,4,58.8,no,0,0.0,58.8,0,0,0,4,0,0
LSB-00450…453 / LSB-00452,child_point,child/node/9604000862,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
LSB-00450…453 / LSB-00451,child_point,child/node/9604000863,1,0.0,yes,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,0,0,0,1,0,0
LSB-00450…453 / LSB-00450,child_point,child/node/13203818151,1,0.0,yes,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,0,0,0,1,0,0
LSB-00450…453 / LSB-00453,child_point,child/node/13203818152,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
CNT-00029/30,way,way/1436794358,4,600.0,yes,,24/7,Mobi.E,6,1060.0,no,2,160.0,600.0,2,0,0,0,0,4
CNT-00029/30 / CNT-00029,child_point,child/node/12020159641,2,0.0,yes,yes,24/7,Mobi.E,3,680.0,no,1,80.0,600.0,1,0,0,0,0,2
CNT-00029/30 / CNT-00030,child_point,child/node/13205770592,2,0.0,yes,yes,24/7,Mobi.E,3,380.0,no,1,80.0,300.0,1,0,0,0,0,2
LRS-00113/114,way,way/1436986512,4,0.0,customers,,24/7,Mobi.E,4,29.6,no,0,0.0,29.6,0,0,0,4,0,0
LRS-00113/114 / LRS-00114,child_point,child/node/11599401148,2,0.0,customers,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
LRS-00113/114 / LRS-00113,child_point,child/node/13207386340,2,0.0,customers,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
Continente Bom Dia Parede II,way,way/1437013264,4,0.0,yes,,08:00-21:00,Continente Plug&Charge,0,0.0,yes,-4,0.0,0.0,,,,,,
Continente Modelo Pinhal Novo,way,way/1437018314,6,0.0,yes,,24/7,Continente Plug&Charge,7,294.0,no,1,50.0,244.0,1,0,0,2,0,4
Continente Modelo Pinhal Novo / Continente Modelo Pinhal Novo,child_point,child/node/11387548608,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Modelo Pinhal Novo / Continente Modelo Pinhal Novo,child_point,child/node/13207693056,2,0.0,yes,no,24/7,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Modelo Pinhal Novo / Continente Modelo Pinhal Novo,child_point,child/node/13207693057,2,0.0,yes,no,24/7,Continente Plug&Charge,2,100.0,no,0,0.0,100.0,0,0,0,0,0,2
PRT-00117;PRT-00118,way,way/1437140179,2,0.0,private,,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,0,0,0,2,0,0
PRT-00117;PRT-00118 / PRT-00117,child_point,child/node/9214178419,1,0.0,private,no,24/7,Mobi.E,1,11.0,no,0,0.0,11.0,0,0,0,1,0,0
PRT-00117;PRT-00118 / PRT-00118,child_point,child/node/13208819222,1,0.0,private,no,24/7,Mobi.E,1,11.0,no,0,0.0,11.0,0,0,0,1,0,0
PRT-00119/120,way,way/1437140180,2,0.0,private,,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
PRT-00119/120 / PRT-00120,child_point,child/node/13208819220,1,0.0,private,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
PRT-00119/120 / PRT-00119,child_point,child/node/13208819221,1,0.0,private,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
PRT-90085,way,way/1437142464,4,0.0,yes,,24/7,Mobi.E,4,14.8,no,0,0.0,14.8,0,0,0,4,0,0
PRT-90085 / PRT-90085,child_point,child/node/3341721516,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
PRT-90085 / PRT-90085,child_point,child/node/13208821952,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
PRT-00193/194,way,way/1437143740,4,0.0,yes,,24/7,Mobi.E,4,88.0,no,0,0.0,88.0,0,0,0,4,0,0
PRT-00193/194 / PRT-00193,child_point,child/node/10931338708,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
PRT-00193/194 / PRT-00194,child_point,child/node/13208850491,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
PRT-00125/126,way,way/1437145441,4,0.0,yes,,24/7,Mobi.E,4,88.0,no,0,0.0,88.0,0,0,0,4,0,0
PRT-00125/126 / PRT-00125,child_point,child/node/9464447964,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
PRT-00125/126 / PRT-00126,child_point,child/node/13208860657,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
PRT-00141…144,way,way/1437146237,4,0.0,customers,,24/7,Mobi.E,4,44.0,no,0,0.0,44.0,0,0,0,4,0,0
PRT-00141…144 / PRT-00141,child_point,child/node/9703659444,1,0.0,customers,no,24/7,Mobi.E,1,11.0,no,0,0.0,11.0,0,0,0,1,0,0
PRT-00141…144 / PRT-00144,child_point,child/node/13208845185,1,0.0,customers,no,24/7,Mobi.E,1,11.0,no,0,0.0,11.0,0,0,0,1,0,0
PRT-00141…144 / PRT-00143,child_point,child/node/13208845186,1,0.0,customers,no,24/7,Mobi.E,1,11.0,no,0,0.0,11.0,0,0,0,1,0,0
PRT-00141…144 / PRT-00142,child_point,child/node/13208845187,1,0.0,customers,no,24/7,Mobi.E,1,11.0,no,0,0.0,11.0,0,0,0,1,0,0
MTS-00125;MTS-00126;MTS-00127,way,way/1437147047,3,0.0,customers,,24/7,Mobi.E,3,66.0,no,0,0.0,66.0,0,0,0,3,0,0
MTS-00125;MTS-00126;MTS-00127 / MTS-00125,child_point,child/node/11359196942,1,0.0,customers,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
MTS-00125;MTS-00126;MTS-00127 / MTS-00127,child_point,child/node/13208889350,1,0.0,customers,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
MTS-00125;MTS-00126;MTS-00127 / MTS-00126,child_point,child/node/13208889351,1,0.0,customers,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
PRD-00011/12,way,way/1437150228,4,0.0,customers,,24/7,Mobi.E,4,88.0,no,0,0.0,88.0,0,0,0,4,0,0
PRD-00011/12 / PRD-00011,child_point,child/node/10022555439,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
PRD-00011/12 / PRD-00012,child_point,child/node/13208904299,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
VLG-00026/27,way,way/1437150886,4,0.0,yes,,24/7,Mobi.E,4,88.0,no,0,0.0,88.0,0,0,0,4,0,0
VLG-00026/27 / VLG-00027,child_point,child/node/11014854731,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
VLG-00026/27 / VLG-00026,child_point,child/node/13208938243,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
PRT-00209/210/211,way,way/1437153686,3,104.0,yes,,24/7,Mobi.E,4,154.0,no,1,50.0,104.0,1,0,0,2,0,1
PRT-00209/210/211 / PRT-00209,child_point,child/node/11089368481,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
PRT-00209/210/211 / PRT-00211,child_point,child/node/13208959635,1,60.0,yes,no,24/7,Mobi.E,2,110.0,no,1,50.0,60.0,1,0,0,0,0,1
PRT-00209/210/211 / PRT-00210,child_point,child/node/13208959636,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
MOBI-PRT-00057,way,way/1437155167,2,0.0,customers,,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
MOBI-PRT-00057 / MOBI-PRT-00057,child_point,child/node/11210963894,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
PRT-00181,way,way/1437155168,4,0.0,yes,,24/7,Mobi.E,5,472.0,no,1,22.0,450.0,1,0,0,1,0,3
PRT-00181 / PRT-00181,child_point,child/node/10743112552,2,0.0,yes,no,24/7,Mobi.E,2,300.0,no,0,0.0,300.0,0,0,0,0,0,2
PRT-00181 / PRT-00181,child_point,child/node/13208982594,2,0.0,yes,no,24/7,Mobi.E,3,172.0,no,1,22.0,150.0,1,0,0,1,0,1
MOBI-MTS-00032;MOBI-MTS-00033,way,way/1437155528,4,0.0,customers,,24/7,Mobi.E,4,88.0,no,0,0.0,88.0,0,0,0,4,0,0
MOBI-MTS-00032;MOBI-MTS-00033 / MOBI-MTS-00032,child_point,child/node/11211049181,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
MOBI-MTS-00032;MOBI-MTS-00033 / MOBI-MTS-00033,child_point,child/node/13208996316,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
VLG-00029,way,way/1437809476,4,200.0,yes,,24/7,Mobi.E,4,450.0,no,0,0.0,200.0,1,0,0,0,0,3
VLG-00029 / VLG-00029,child_point,child/node/10981663998,2,0.0,yes,no,24/7,Mobi.E,2,150.0,no,0,0.0,150.0,1,0,0,0,0,1
VLG-00029 / VLG-00029,child_point,child/node/13211388605,2,0.0,yes,no,24/7,Mobi.E,2,300.0,no,0,0.0,300.0,0,0,0,0,0,2
VRL-00015,way,way/1440046655,4,200.0,yes,,24/7,Mobi.E,4,450.0,no,0,0.0,200.0,1,0,0,0,0,3
VRL-00015 / VRL-00015,child_point,child/node/10648560881,2,0.0,yes,no,24/7,Mobi.E,2,150.0,no,0,0.0,150.0,1,0,0,0,0,1
VRL-00015 / VRL-00015,child_point,child/node/13220140700,2,0.0,yes,no,24/7,Mobi.E,2,300.0,no,0,0.0,300.0,0,0,0,0,0,2
BGC-90001,way,way/1441160604,4,0.0,yes,,24/7,Mobi.E,4,14.8,no,0,0.0,14.8,0,0,0,4,0,0
BGC-90001 / BGC-90001,child_point,child/node/966120850,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
BGC-90001 / BGC-90001,child_point,child/node/13224646798,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
MDB-00002/3,way,way/1441485078,4,0.0,yes,,24/7,Mobi.E,3,68.0,no,-1,0.0,68.0,0,0,0,0,2,1
MDB-00002/3 / MDB-00003,child_point,child/node/10808416056,2,0.0,yes,no,24/7,Mobi.E,1,24.0,no,-1,0.0,24.0,0,0,0,0,0,1
MDB-00002/3 / MDB-00002,child_point,child/node/13226322836,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,0,2,0
GMR-00102…104,way,way/1441489550,5,0.0,yes,,24/7,Mobi.E,5,66.2,no,0,0.0,66.2,0,0,0,5,0,0
GMR-00102…104 / GMR-00102,child_point,child/node/11079556868,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
GMR-00102…104 / GMR-00103,child_point,child/node/11159610122,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
GMR-00102…104 / GMR-00104,child_point,child/node/13226446815,1,0.0,yes,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,0,0,0,1,0,0
GMR-00072,way,way/1441489821,4,0.0,yes,,24/7,Mobi.E,4,88.0,no,0,0.0,88.0,0,0,0,4,0,0
GMR-00072 / GMR-00072,child_point,child/node/10243291872,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
GMR-00072 / GMR-00072,child_point,child/node/13226434831,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
PVZ-00027/28,way,way/1441490116,4,0.0,yes,,24/7,Mobi.E,4,29.6,no,0,0.0,29.6,0,0,0,4,0,0
PVZ-00027/28 / PVZ-00027,child_point,child/node/11014854736,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
PVZ-00027/28 / PVZ-00028,child_point,child/node/13226416442,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
VNF-00011/12,way,way/1441490587,4,0.0,customers,,24/7,Mobi.E,4,88.0,no,0,0.0,88.0,0,0,0,4,0,0
VNF-00011/12 / VNF-00011,child_point,child/node/8480193992,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
VNF-00011/12 / VNF-00012,child_point,child/node/13226431765,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
VCT-00032,way,way/1441505797,4,0.0,yes,,09:00-23:00,Mobi.E,4,88.0,no,0,0.0,88.0,0,0,0,4,0,0
VCT-00032 / VCT-00032,child_point,child/node/10215514769,2,0.0,yes,no,09:00-23:00,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
VCT-00032 / VCT-00032,child_point,child/node/13226612388,2,0.0,yes,no,09:00-23:00,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
AVV-00004/6,way,way/1441507068,5,222.0,yes,,24/7,Mobi.E,5,612.0,no,0,0.0,222.0,1,0,0,1,0,3
AVV-00004/6 / AVV-00004,child_point,child/node/11017553877,2,0.0,yes,no,24/7,Mobi.E,2,230.0,no,0,0.0,230.0,1,0,0,0,0,1
AVV-00004/6 / AVV-00006,child_point,child/node/11047154703,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
AVV-00004/6 / AVV-00004,child_point,child/node/13226612397,1,0.0,yes,no,24/7,Mobi.E,1,180.0,no,0,0.0,180.0,0,0,0,0,0,1
AVV-00004/6 / AVV-00004,child_point,child/node/13226612398,1,0.0,yes,no,24/7,Mobi.E,1,180.0,no,0,0.0,180.0,0,0,0,0,0,1
MNC-00006/7,way,way/1441507930,4,144.0,yes,,24/7,Mobi.E,6,244.0,no,2,44.0,144.0,1,0,0,0,2,3
MNC-00006/7 / MNC-00006,child_point,child/node/11275817609,2,72.0,yes,no,24/7,Mobi.E,3,122.0,no,1,22.0,72.0,1,0,0,0,1,1
MNC-00006/7 / MNC-00007,child_point,child/node/13226642077,2,72.0,yes,no,24/7,Mobi.E,3,122.0,no,1,22.0,72.0,0,0,0,0,1,2
BRG-00091/92,way,way/1441509566,4,0.0,yes,,24/7,Mobi.E,4,134.8,no,0,0.0,134.8,0,0,0,2,0,2
BRG-00091/92 / BRG-00091,child_point,child/node/11421521136,2,0.0,yes,no,24/7,Mobi.E,2,120.0,no,0,0.0,120.0,0,0,0,0,0,2
BRG-00091/92 / BRG-00092,child_point,child/node/13226651288,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
BRG-00103/4,way,way/1441510584,4,142.0,yes,,24/7,Mobi.E,4,192.0,no,0,0.0,142.0,1,0,0,2,0,1
BRG-00103/4 / BRG-00103,child_point,child/node/11415569057,2,120.0,yes,no,24/7,Mobi.E,2,170.0,no,0,0.0,120.0,1,0,0,0,0,1
BRG-00103/4 / BRG-00104,child_point,child/node/13226641409,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,0,0,0,2,0,0
BRG-90002,way,way/1441510585,4,0.0,yes,,24/7,Mobi.E,4,14.8,no,0,0.0,14.8,0,0,0,4,0,0
BRG-90002 / BRG-90002,child_point,child/node/8146818849,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
BRG-90002 / BRG-90002,child_point,child/node/13226641414,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
BRG-90008,way,way/1441511728,4,0.0,yes,,24/7,Mobi.E,4,14.8,no,0,0.0,14.8,0,0,0,4,0,0
BRG-90008 / BRG-90008,child_point,child/node/4308828943,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
BRG-90008 / BRG-90008,child_point,child/node/13226674881,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
STC-00007/8,way,way/1441512460,2,0.0,customers,,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,0,1,1
STC-00007/8 / STC-00008,child_point,child/node/9848264279,1,0.0,customers,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,0,1,0
STC-00007/8 / STC-00007,child_point,child/node/13226658449,1,0.0,customers,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,0,0,1
GDM-?????,way,way/1441721018,8,0.0,yes,,24/7,Mobi.E,0,0.0,yes,-8,0.0,0.0,,,,,,
LSB-00387/388,way,way/1442012938,4,0.0,customers,,24/7,Mobi.E,4,88.0,no,0,0.0,88.0,0,0,0,4,0,0
LSB-00387/388 / LSB-00387,child_point,child/node/9065817477,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
LSB-00387/388 / LSB-00388,child_point,child/node/13231635979,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
OER-00180/182,way,way/1442013529,2,0.0,yes,,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
OER-00180/182 / OER-00180,child_point,child/node/11359317373,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
OER-00180/182 / OER-00182,child_point,child/node/13231609461,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
PNV-00005/7,way,way/1442014921,2,0.0,yes,,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
PNV-00005/7 / PNV-00005,child_point,child/node/12090293627,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
PNV-00005/7 / PNV-00007,child_point,child/node/13231665601,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
PNV-00004/6,way,way/1442014924,2,0.0,yes,,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
PNV-00004/6 / PNV-00004,child_point,child/node/12090293628,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
PNV-00004/6 / PNV-00006,child_point,child/node/13231665610,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
FIG-00031/32,way,way/1442016438,2,0.0,yes,,24/7,Mobi.E,2,72.0,no,0,0.0,72.0,0,0,0,1,0,1
FIG-00031/32 / FIG-00031,child_point,child/node/11861626512,1,0.0,yes,no,24/7,Mobi.E,1,50.0,no,0,0.0,50.0,0,0,0,0,0,1
FIG-00031/32 / FIG-00032,child_point,child/node/13231651265,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
CBR-00107/108,way,way/1442017497,3,82.0,yes,,24/7,Mobi.E,3,122.0,no,0,0.0,82.0,1,0,0,1,0,1
CBR-00107/108 / CBR-00107,child_point,child/node/11892126464,2,0.0,yes,no,24/7,Mobi.E,2,100.0,no,0,0.0,100.0,1,0,0,0,0,1
CBR-00107/108 / CBR-00108,child_point,child/node/13231687401,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
MTG-00002/3/4,way,way/1442023148,4,0.0,customers,,24/7,Mobi.E,4,29.6,no,0,0.0,29.6,0,0,0,4,0,0
MTG-00002/3/4 / MTG-00002,child_point,child/node/8286115414,1,0.0,customers,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,0,0,0,1,0,0
MTG-00002/3/4 / MTG-00004,child_point,child/node/11386032323,2,0.0,customers,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
MTG-00002/3/4 / MTG-00003,child_point,child/node/13231721661,1,0.0,customers,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,0,0,0,1,0,0
AVR-00023/24,way,way/1442030088,2,0.0,yes,,09:00-21:30,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
AVR-00023/24 / AVR-00023,child_point,child/node/8419320251,1,0.0,yes,no,09:00-21:30,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
AVR-00023/24 / AVR-00024,child_point,child/node/13231793209,1,0.0,yes,no,09:00-21:30,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
OVR-00011/12,way,way/1442031457,3,57.0,yes,,24/7,Mobi.E,3,107.4,no,0,50.0,57.0,1,0,0,1,0,1
OVR-00011/12 / OVR-00012,child_point,child/node/8710878294,1,50.0,yes,no,24/7,Mobi.E,2,100.0,no,1,50.0,50.0,1,0,0,0,0,1
OVR-00011/12 / OVR-00011,child_point,child/node/13231808308,1,0.0,yes,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,0,0,0,1,0,0
SJM-00003/4,way,way/1442031866,2,0.0,yes,,09:00-21:30,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
SJM-00003/4 / SJM-00003,child_point,child/node/8419344956,1,0.0,yes,no,09:00-21:30,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
SJM-00003/4 / SJM-00004,child_point,child/node/13231827119,1,0.0,yes,no,09:00-21:30,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
LSB-90050,unassigned_point,node/966120777,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-90032,unassigned_point,node/966120783,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-90064,unassigned_point,node/966120797,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
LSB-90045,unassigned_point,node/966120799,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,0,0,0,2,0,0
LSB-90035,unassigned_point,node/966120802,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
LSB-90039,unassigned_point,node/966120809,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
CSC-00007,unassigned_point,node/966120813,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-90036,unassigned_point,node/966120816,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
CSC-00008,unassigned_point,node/966120831,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-80034,unassigned_point,node/966120833,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
CSC-00010,unassigned_point,node/966120841,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LRS-90023,unassigned_point,node/966120882,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
VCT-00049,unassigned_point,node/966120896,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
STR-00001,unassigned_point,node/966120933,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,0,0,0,2,0,0
LRS-00027,unassigned_point,node/966120951,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,0,0,0,2,0,0
LSB-90043,unassigned_point,node/966120974,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
BGC-00002,unassigned_point,node/966120976,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
VCT-90004,unassigned_point,node/2083900944,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
VCT-90002,unassigned_point,node/2084642560,2,0.0,yes,no,24/7,Mobi.E,2,14.8,yes,0,0.0,14.8,0,0,0,2,0,0
VCT-80003,unassigned_point,node/2084661709,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
VCT-90005,unassigned_point,node/2264276482,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
VCT-90008,unassigned_point,node/2731614409,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
VCT-00007,unassigned_point,node/2731614731,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
node/2893492870,unassigned_point,node/2893492870,1,0.0,customers,no,,,0,0.0,no,-1,0.0,0.0,0,0,0,0,0,0
BGC-90003,unassigned_point,node/2933883404,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,0,0,0,2,0,0
GMR-00005,unassigned_point,node/3105753180,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
AVR-80001,unassigned_point,node/3171124810,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,0,0,0,2,0,0
AVR-00003,unassigned_point,node/3171161357,2,0.0,yes,no,24/7,Mobi.E,2,14.8,yes,0,0.0,14.8,0,0,0,2,0,0
PRT-00086,unassigned_point,node/3341719224,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
VNG-90013,unassigned_point,node/3341738003,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
VNG-00012,unassigned_point,node/3341794812,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
VNG-90014,unassigned_point,node/3341796413,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
VNG-00005,unassigned_point,node/3341814907,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,0,0,0,2,0,0
