identifier,type,id,capacity,charging_station:output,access,payment:cards,opening_hours,network,total_sockets,total_kw,flag_missing_tag,overflow,overflow_power,adjusted_kw,socket:chademo,socket:tesla_destination,socket:tesla_supercharger_ccs,socket:type2,socket:type2_cable,socket:type2_combo
MLD-00040…42,way,way/1386663925,5,382.0,yes,,24/7,Mobi.E,5,662.0,no,0,0.0,382.0,0,0,0,1,0,4
MLD-00040…42 / MLD-00041,child_point,child/node/12282215504,2,0.0,yes,no,24/7,Mobi.E,2,320.0,no,0,0.0,320.0,0,0,0,0,0,2
MLD-00040…42 / MLD-00042,child_point,child/node/12490241191,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
MLD-00040…42 / MLD-00040,child_point,child/node/12490241192,2,0.0,yes,no,24/7,Mobi.E,2,320.0,no,0,0.0,320.0,0,0,0,0,0,2
ACH-00021/30…36,way,way/1386677587,16,484.0,yes,,10:00-22:00,Mobi.E,16,784.0,no,0,0.0,484.0,3,0,0,8,0,5
ACH-00021/30…36 / ACH-00021,child_point,child/node/7773739672,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
ACH-00021/30…36 / ACH-00032,child_point,child/node/12817913283,2,0.0,yes,no,10:00-22:00,Mobi.E,2,22.0,no,0,0.0,22.0,0,0,0,2,0,0
ACH-00021/30…36 / ACH-00030,child_point,child/node/12817913284,2,60.0,yes,yes,10:00-22:00,Mobi.E,2,110.0,no,0,0.0,60.0,1,0,0,0,0,1
ACH-00021/30…36 / ACH-00036,child_point,child/node/12826393044,2,150.0,yes,yes,10:00-22:00,Mobi.E,2,300.0,no,0,0.0,150.0,0,0,0,0,0,2
ACH-00021/30…36 / ACH-00035,child_point,child/node/12826393045,2,60.0,yes,yes,10:00-22:00,Mobi.E,2,110.0,no,0,0.0,60.0,1,0,0,0,0,1
ACH-00021/30…36 / ACH-00034,child_point,child/node/12826393046,2,0.0,yes,no,10:00-22:00,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
ACH-00021/30…36 / ACH-00033,child_point,child/node/12826393047,2,0.0,yes,no,10:00-22:00,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
ACH-00021/30…36 / ACH-00031,child_point,child/node/12826393048,2,60.0,yes,yes,10:00-22:00,Mobi.E,2,110.0,no,0,0.0,60.0,1,0,0,0,0,1
BGC-00017/18,way,way/1387195473,4,600.0,yes,,24/7,Mobi.E,4,1200.0,no,0,0.0,600.0,0,0,0,0,0,4
BGC-00017/18 / BGC-00018,child_point,child/node/11779036083,2,0.0,yes,yes,24/7,Mobi.E,2,600.0,no,0,0.0,600.0,0,0,0,0,0,2
BGC-00017/18 / BGC-00017,child_point,child/node/12841650841,2,0.0,yes,yes,24/7,Mobi.E,2,600.0,no,0,0.0,600.0,0,0,0,0,0,2
LSB-90041,way,way/1387197753,4,0.0,yes,,24/7,Mobi.E,4,14.8,no,0,0.0,14.8,0,0,0,4,0,0
LSB-90041 / LSB-90041,child_point,child/node/966120854,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-90041 / LSB-90041,child_point,child/node/12841677521,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
BCL-00040/41,way,way/1387606085,4,600.0,yes,,24/7,Mobi.E,6,760.0,no,2,160.0,600.0,2,0,0,0,0,4
BCL-00040/41 / BCL-00040,child_point,child/node/11964226633,2,0.0,yes,yes,24/7,Mobi.E,3,380.0,no,1,80.0,300.0,1,0,0,0,0,2
BCL-00040/41 / BCL-00041,child_point,child/node/12844787529,2,0.0,yes,yes,24/7,Mobi.E,3,380.0,no,1,80.0,300.0,1,0,0,0,0,2
CSC-00339…343,way,way/1387645567,10,0.0,yes,,24/7,Mobi.E,6,132.0,yes,-4,0.0,132.0,0,0,0,6,0,0
CSC-00339…343 / CSC-00343,child_point,child/node/12801323402,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
CSC-00339…343 / CSC-00340,child_point,child/node/12801323405,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
CSC-00339…343 / CSC-00339,child_point,child/node/12801323406,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
PRD-00034/35,way,way/1387766657,3,0.0,yes,,24/7,Mobi.E,3,211.0,no,0,0.0,211.0,0,0,0,1,0,2
PRD-00034/35 / PRD-00034,child_point,child/node/12827165752,2,0.0,yes,yes,24/7,Mobi.E,2,200.0,no,0,0.0,200.0,0,0,0,0,0,2
PRD-00034/35 / PRD-00035,child_point,child/node/12827206856,1,0.0,yes,yes,24/7,Mobi.E,1,11.0,no,0,0.0,11.0,0,0,0,1,0,0
Continente Modelo Trofa,way,way/1387767500,4,0.0,yes,,Mo-Su 09:00-21:00,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Modelo Trofa / Continente Modelo Trofa,child_point,child/node/11339567981,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Modelo Trofa / Continente Modelo Trofa,child_point,child/node/12846743733,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Modelo Vila do Conde,way,way/1387774415,4,0.0,yes,,24/7,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Modelo Vila do Conde / Continente Modelo Vila do Conde,child_point,child/node/11666814285,2,0.0,yes,no,24/7,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Modelo Vila do Conde / Continente Modelo Vila do Conde,child_point,child/node/12846735170,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Modelo Póvoa de Varzim,way,way/1387774628,3,0.0,yes,,Mo-Su 09:00-21:00,Continente Plug&Charge,4,144.0,no,1,50.0,94.0,1,0,0,2,0,1
Continente Modelo Póvoa de Varzim / Continente Modelo Póvoa de Varzim,child_point,child/node/10201819081,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Modelo Póvoa de Varzim / Continente Modelo Póvoa de Varzim,child_point,child/node/12846794262,1,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,2,100.0,no,1,50.0,50.0,1,0,0,0,0,1
Continente Bom Dia Quinta das Portas,way,way/1387775914,4,0.0,yes,,24/7,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Bom Dia Quinta das Portas / Continente Bom Dia Quinta das Portas,child_point,child/node/10061965480,2,0.0,yes,no,24/7,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
Continente Bom Dia Quinta das Portas / Continente Bom Dia Quinta das Portas,child_point,child/node/12846803211,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Modelo Ponte de Lima,way,way/1387776940,4,0.0,yes,,24/7,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Modelo Ponte de Lima / Continente Modelo Ponte de Lima,child_point,child/node/11666814287,2,0.0,yes,no,24/7,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Modelo Ponte de Lima / Continente Modelo Ponte de Lima,child_point,child/node/12846797455,2,0.0,yes,no,24/7,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
RBR-00002/4,way,way/1387786507,3,0.0,yes,,24/7,Mobi.E,3,66.0,no,0,0.0,66.0,0,0,0,3,0,0
RBR-00002/4 / RBR-00002,child_point,child/node/9208602994,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
RBR-00002/4 / RBR-00004,child_point,child/node/12846862333,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
FUN-00025/26/27,way,way/1387786511,3,0.0,yes,,08:00-23:00,Mobi.E,4,72.0,no,1,25.0,47.0,1,0,0,2,0,1
FUN-00025/26/27 / FUN-00025,child_point,child/node/9244623514,1,0.0,yes,no,08:00-23:00,Mobi.E,2,50.0,no,1,25.0,25.0,1,0,0,0,0,1
FUN-00025/26/27 / FUN-00027,child_point,child/node/12846862344,1,0.0,yes,no,08:00-23:00,Mobi.E,1,11.0,no,0,0.0,11.0,0,0,0,1,0,0
FUN-00025/26/27 / FUN-00026,child_point,child/node/12846862345,1,0.0,yes,no,08:00-23:00,Mobi.E,1,11.0,no,0,0.0,11.0,0,0,0,1,0,0
FUN-00018/19,way,way/1387786512,3,0.0,yes,,07:00-22:00,Mobi.E,3,66.0,no,0,0.0,66.0,0,0,0,3,0,0
FUN-00018/19 / FUN-00019,child_point,child/node/8461638072,2,0.0,yes,no,07:00-22:00,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
FUN-00018/19 / FUN-00018,child_point,child/node/12846862350,1,0.0,yes,no,07:00-22:00,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
FNC-00045/46,way,way/1387786513,4,0.0,yes,,Mo-Sa 08:00-20:00; Su 09:00-17:00,Mobi.E,4,144.0,no,0,0.0,144.0,1,0,0,2,0,1
FNC-00045/46 / FNC-00045,child_point,child/node/11805769221,2,0.0,yes,no,Mo-Sa 08:00-20:00; Su 09:00-17:00,Mobi.E,2,100.0,no,0,0.0,100.0,1,0,0,0,0,1
FNC-00045/46 / FNC-00046,child_point,child/node/12846862355,2,0.0,yes,no,Mo-Sa 08:00-20:00; Su 09:00-17:00,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
PDL-00009/10,way,way/1387787348,4,0.0,yes,,10:00-22:00,Mobi.E,4,88.0,no,0,0.0,88.0,0,0,0,4,0,0
PDL-00009/10 / PDL-00009,child_point,child/node/10870494273,2,0.0,yes,no,10:00-22:00,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
PDL-00009/10 / PDL-00010,child_point,child/node/12846880914,2,0.0,yes,no,10:00-22:00,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
AGH-?????,way,way/1387790563,6,0.0,yes,,24/7,Mobi.E,0,0.0,yes,-6,0.0,0.0,,,,,,
MTJ-00035,way,way/1387794690,4,0.0,yes,,24/7,Mobi.E,5,372.0,no,1,22.0,350.0,1,0,0,1,0,3
MTJ-00035 / MTJ-00035,child_point,child/node/11091139844,2,0.0,yes,no,24/7,Mobi.E,3,172.0,no,1,22.0,150.0,1,0,0,1,0,1
MTJ-00035 / MTJ-00035,child_point,child/node/12846840497,2,0.0,yes,no,24/7,Mobi.E,2,200.0,no,0,0.0,200.0,0,0,0,0,0,2
IPS-00001;IPS-00002,way,way/1387803291,4,0.0,permissive,,24/7,Mobi.E,4,88.0,no,0,0.0,88.0,0,0,0,4,0,0
IPS-00001;IPS-00002 / IPS-00001,child_point,child/node/8279649961,2,0.0,permissive,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
IPS-00001;IPS-00002 / IPS-00002,child_point,child/node/8279649962,2,0.0,permissive,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
SXL-00047/48,way,way/1387826175,4,0.0,yes,,24/7,Mobi.E,6,264.0,no,2,44.0,220.0,2,0,0,0,2,2
SXL-00047/48 / SXL-00047,child_point,child/node/11293800148,2,0.0,yes,no,24/7,Mobi.E,3,132.0,no,1,22.0,110.0,1,0,0,0,1,1
SXL-00047/48 / SXL-00048,child_point,child/node/12847227488,2,0.0,yes,no,24/7,Mobi.E,3,132.0,no,1,22.0,110.0,1,0,0,0,1,1
LSB-00007,way,way/1387828322,3,0.0,yes,,24/7,Mobi.E,4,14.8,no,1,0.0,14.8,0,0,0,4,0,0
LSB-00007 / LSB-80007,child_point,child/node/8147502167,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LSB-00007 / LSB-80007,child_point,child/node/12847254814,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
INE-00001;INE-00002;INE-00003,way,way/1387829087,3,0.0,private,,24/7,Mobi.E,3,22.2,no,0,0.0,22.2,0,0,0,3,0,0
INE-00001;INE-00002;INE-00003 / INE-00003,child_point,child/node/8410085564,1,0.0,private,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,0,0,0,1,0,0
INE-00001;INE-00002;INE-00003 / INE-00001,child_point,child/node/12847259832,1,0.0,private,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,0,0,0,1,0,0
INE-00001;INE-00002;INE-00003 / INE-00002,child_point,child/node/12847259833,1,0.0,private,no,24/7,Mobi.E,1,7.4,no,0,0.0,7.4,0,0,0,1,0,0
AMD-00095/96,way,way/1387829691,3,0.0,yes,,09:00-21:00,Mobi.E,6,264.0,no,3,144.0,120.0,2,0,0,0,2,2
AMD-00095/96 / AMD-00095,child_point,child/node/10777696089,1,0.0,yes,no,09:00-21:00,Mobi.E,3,132.0,no,2,72.0,60.0,1,0,0,0,1,1
AMD-00095/96 / AMD-00096,child_point,child/node/12847272957,1,0.0,yes,no,09:00-21:00,Mobi.E,3,132.0,no,2,72.0,60.0,1,0,0,0,1,1
VVR-?????,way,way/1387830836,4,0.0,yes,,24/7,Mobi.E,0,0.0,yes,-4,0.0,0.0,,,,,,
LRA-80008,way,way/1387881848,3,0.0,yes,,24/7,Mobi.E,4,14.8,no,1,0.0,14.8,0,0,0,4,0,0
LRA-80008 / LRA-80008,child_point,child/node/3930754459,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
LRA-80008 / LRA-80008,child_point,child/node/12847738917,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
CDN-00003/4,way,way/1387882305,4,0.0,yes,,24/7,Mobi.E,6,264.0,no,2,44.0,220.0,2,0,0,0,2,2
CDN-00003/4 / CDN-00003,child_point,child/node/11466710918,2,0.0,yes,no,24/7,Mobi.E,3,132.0,no,1,22.0,110.0,1,0,0,0,1,1
CDN-00003/4 / CDN-00004,child_point,child/node/12847749484,2,0.0,yes,no,24/7,Mobi.E,3,132.0,no,1,22.0,110.0,1,0,0,0,1,1
CBR-00004,way,way/1387882727,4,0.0,yes,,24/7,Mobi.E,0,0.0,yes,-4,0.0,0.0,,,,,,
VNF-00036/38/60,way,way/1388076259,8,0.0,yes,,24/7,Mobi.E,6,464.0,no,-2,0.0,464.0,0,0,0,2,0,4
VNF-00036/38/60 / VNF-00036,child_point,child/node/11725759945,2,0.0,yes,no,24/7,Mobi.E,2,240.0,no,0,0.0,240.0,0,0,0,0,0,2
VNF-00036/38/60 / VNF-00038,child_point,child/node/11725759947,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
VNF-00036/38/60 / VNF-00060,child_point,child/node/12586221680,2,90.0,yes,no,24/7,Mobi.E,2,180.0,no,0,0.0,90.0,0,0,0,0,0,2
CBR-00091/92,way,way/1388104997,4,0.0,yes,,09:00-21:00,Mobi.E,6,264.0,no,2,44.0,220.0,2,0,0,0,2,2
CBR-00091/92 / CBR-00091,child_point,child/node/10605859723,2,0.0,yes,no,09:00-21:00,Mobi.E,3,132.0,no,1,22.0,110.0,1,0,0,0,1,1
CBR-00091/92 / CBR-00092,child_point,child/node/12849750354,2,0.0,yes,no,09:00-21:00,Mobi.E,3,132.0,no,1,22.0,110.0,1,0,0,0,1,1
AND-00005,way,way/1388107671,4,0.0,yes,,24/7,Mobi.E,5,472.0,no,1,22.0,450.0,1,0,0,1,0,3
AND-00005 / AND-00005,child_point,child/node/11336662768,2,0.0,yes,no,24/7,Mobi.E,3,172.0,no,1,22.0,150.0,1,0,0,1,0,1
AND-00005 / AND-00005,child_point,child/node/12849767908,2,0.0,yes,no,24/7,Mobi.E,2,300.0,no,0,0.0,300.0,0,0,0,0,0,2
LSB-00982…894,way,way/1388343170,3,0.0,yes,,24/7,Mobi.E,3,33.0,no,0,0.0,33.0,0,0,0,3,0,0
LSB-00982…894 / LSB-00984,child_point,child/node/12851705752,1,0.0,yes,no,24/7,Mobi.E,1,11.0,no,0,0.0,11.0,0,0,0,1,0,0
LSB-00982…894 / LSB-00983,child_point,child/node/12851705753,1,0.0,yes,no,24/7,Mobi.E,1,11.0,no,0,0.0,11.0,0,0,0,1,0,0
LSB-00982…894 / LSB-00982,child_point,child/node/12851705754,1,0.0,yes,no,24/7,Mobi.E,1,11.0,no,0,0.0,11.0,0,0,0,1,0,0
VFX-00100…102,way,way/1388381881,6,0.0,yes,,24/7,Mobi.E,6,404.0,no,0,0.0,404.0,0,0,0,2,0,4
VFX-00100…102 / VFX-00102,child_point,child/node/12851884315,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
VFX-00100…102 / VFX-00101,child_point,child/node/12851884320,2,0.0,yes,no,24/7,Mobi.E,2,120.0,no,0,0.0,120.0,0,0,0,0,0,2
VFX-00100…102 / VFX-00100,child_point,child/node/12851884321,2,0.0,yes,no,24/7,Mobi.E,2,240.0,no,0,0.0,240.0,0,0,0,0,0,2
LSB-00939…943,way,way/1388655571,10,0.0,yes,,24/7,Mobi.E,10,74.0,no,0,0.0,74.0,0,0,0,10,0,0
LSB-00939…943 / LSB-00941,child_point,child/node/8308978354,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
LSB-00939…943 / LSB-00942,child_point,child/node/12489779073,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
LSB-00939…943 / LSB-00943,child_point,child/node/12854290127,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
LSB-00939…943 / LSB-00939,child_point,child/node/12867028011,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
LSB-00939…943 / LSB-00940,child_point,child/node/12867028012,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
Continente Bom Dia Queluz Paiva Couceiro,way,way/1388661297,4,0.0,yes,,Mo-Su 09:00-21:00,Continente Plug&Charge,5,194.0,no,1,50.0,144.0,1,0,0,2,0,2
Continente Bom Dia Queluz Paiva Couceiro / Continente Bom Dia Queluz Paiva Couceiro,child_point,child/node/8464302752,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
Continente Bom Dia Queluz Paiva Couceiro / Continente Bom Dia Queluz Paiva Couceiro,child_point,child/node/12854362644,2,0.0,yes,no,Mo-Su 09:00-21:00,Continente Plug&Charge,3,150.0,no,1,50.0,100.0,1,0,0,0,0,2
ABF-00110/111,way,way/1388852905,2,0.0,yes,,Tu-Su 11:30-22:30,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,0,2,0
ABF-00110/111 / ABF-00111,child_point,child/node/12856228999,1,0.0,yes,no,Tu-Su 11:30-22:30,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,0,1,0
ABF-00110/111 / ABF-00110,child_point,child/node/12856229000,1,0.0,yes,no,Tu-Su 11:30-22:30,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,0,1,0
SJM-00048/49,way,way/1388860914,8,800.0,yes,,10:00-23:00,Mobi.E,8,1520.0,no,0,0.0,800.0,0,0,0,0,0,8
SJM-00048/49 / SJM-00049,child_point,child/node/12856276244,2,0.0,yes,no,10:00-23:00,Mobi.E,2,300.0,no,0,0.0,300.0,0,0,0,0,0,2
SJM-00048/49 / SJM-00049,child_point,child/node/12856276245,2,0.0,yes,no,10:00-23:00,Mobi.E,2,300.0,no,0,0.0,300.0,0,0,0,0,0,2
SJM-00048/49 / SJM-00048,child_point,child/node/12856276250,2,0.0,yes,no,10:00-23:00,Mobi.E,2,600.0,no,0,0.0,600.0,0,0,0,0,0,2
SJM-00048/49 / SJM-00048,child_point,child/node/12856276260,2,0.0,yes,no,10:00-23:00,Mobi.E,2,320.0,no,0,0.0,320.0,0,0,0,0,0,2
SJM-00005…7,way,way/1388860915,6,0.0,yes,,10:00-23:00,Mobi.E,7,231.0,no,1,93.0,138.0,1,0,0,4,1,1
SJM-00005…7 / SJM-00005,child_point,child/node/8309480493,1,0.0,yes,no,10:00-23:00,Mobi.E,3,143.0,no,2,93.0,50.0,1,0,0,0,1,1
SJM-00005…7 / SJM-00007,child_point,child/node/8309480494,2,0.0,yes,no,10:00-23:00,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
SJM-00005…7 / SJM-00006,child_point,child/node/12856276253,2,0.0,yes,no,10:00-23:00,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
PRT-00040…42,way,way/1388870823,6,0.0,yes,,24/7,Mobi.E,6,132.0,no,0,0.0,132.0,0,0,0,6,0,0
PRT-00040…42 / PRT-00040,child_point,child/node/8309476991,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
PRT-00040…42 / PRT-00042,child_point,child/node/12566445689,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
PRT-00040…42 / PRT-00041,child_point,child/node/12566445690,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
SNT-00034;SNT-00035,way,way/1388992938,4,0.0,customers,,24/7,Mobi.E,4,58.8,no,0,0.0,58.8,0,0,0,4,0,0
SNT-00034;SNT-00035 / SNT-00034,child_point,child/node/8308912606,2,0.0,customers,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
SNT-00034;SNT-00035 / SNT-00035,child_point,child/node/12588467516,2,0.0,customers,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
TVD-00026/27,way,way/1388994949,4,0.0,yes,,24/7,Mobi.E,0,0.0,yes,-4,0.0,0.0,,,,,,
STB-00058/59,way,way/1389010754,4,0.0,yes,,24/7,Mobi.E,4,134.8,no,0,0.0,134.8,0,0,0,2,0,2
STB-00058/59 / STB-00058,child_point,child/node/11106031237,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,0,0,0,2,0,0
STB-00058/59 / STB-00059,child_point,child/node/11196096115,2,0.0,yes,no,24/7,Mobi.E,2,120.0,no,0,0.0,120.0,0,0,0,0,0,2
GRD-?????,way,way/1389030511,4,0.0,yes,,09:00-22:30,Mobi.E,0,0.0,yes,-4,0.0,0.0,,,,,,
AVR-00045/46,way,way/1389035683,2,0.0,yes,,24/7,Mobi.E,4,154.0,no,2,72.0,82.0,1,0,0,1,1,1
AVR-00045/46 / AVR-00046,child_point,child/node/11109235694,1,0.0,yes,no,24/7,Mobi.E,3,132.0,no,2,72.0,60.0,1,0,0,0,1,1
AVR-00045/46 / AVR-00045,child_point,child/node/12857811177,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,0,0,0,1,0,0
AVR-00006,way,way/1389035689,4,0.0,yes,,24/7,Mobi.E,4,14.8,no,0,0.0,14.8,0,0,0,4,0,0
AVR-00006 / AVR-80006,child_point,child/node/3171192736,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
AVR-00006 / AVR-80006,child_point,child/node/12857811196,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
VNG-00140/141,way,way/1389038161,4,0.0,yes,,09:00-21:00,Mobi.E,6,264.0,no,2,44.0,220.0,2,0,0,0,2,2
VNG-00140/141 / VNG-00140,child_point,child/node/11439936370,2,0.0,yes,no,09:00-21:00,Mobi.E,3,132.0,no,1,22.0,110.0,1,0,0,0,1,1
VNG-00140/141 / VNG-00141,child_point,child/node/12857845174,2,0.0,yes,no,09:00-21:00,Mobi.E,3,132.0,no,1,22.0,110.0,1,0,0,0,1,1
VNG-00132/133,way,way/1389040091,4,0.0,yes,,24/7,Mobi.E,6,244.0,no,2,44.0,200.0,2,0,0,0,2,2
VNG-00132/133 / VNG-00132,child_point,child/node/10712247180,2,0.0,yes,no,24/7,Mobi.E,3,122.0,no,1,22.0,100.0,1,0,0,0,1,1
VNG-00132/133 / VNG-00133,child_point,child/node/12857840260,2,0.0,yes,no,24/7,Mobi.E,3,122.0,no,1,22.0,100.0,1,0,0,0,1,1
PRD-00021/22,way,way/1389045342,4,0.0,yes,,24/7,Mobi.E,6,264.0,no,2,44.0,220.0,2,0,0,0,2,2
PRD-00021/22 / PRD-00021,child_point,child/node/11463639885,2,0.0,yes,no,24/7,Mobi.E,3,132.0,no,1,22.0,110.0,1,0,0,0,1,1
PRD-00021/22 / PRD-00022,child_point,child/node/12857908712,2,0.0,yes,no,24/7,Mobi.E,3,132.0,no,1,22.0,110.0,1,0,0,0,1,1
PRT-00080,way,way/1389051665,4,0.0,yes,,24/7,Mobi.E,4,14.8,no,0,0.0,14.8,0,0,0,4,0,0
PRT-00080 / PRT-80080,child_point,child/node/3341719276,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
PRT-00080 / PRT-80080,child_point,child/node/12857956539,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,0,0,0,2,0,0
BRG-00109/110,way,way/1389057281,4,0.0,yes,,24/7,Mobi.E,6,164.0,no,2,44.0,120.0,2,0,0,0,2,2
BRG-00109/110 / BRG-00109,child_point,child/node/9847826025,2,0.0,yes,no,24/7,Mobi.E,3,82.0,no,1,22.0,60.0,1,0,0,0,1,1
BRG-00109/110 / BRG-00110,child_point,child/node/12857985741,2,0.0,yes,no,24/7,Mobi.E,3,82.0,no,1,22.0,60.0,1,0,0,0,1,1
PRD-00025…27,way,way/1389397081,6,0.0,yes,,24/7,Mobi.E,6,208.0,no,0,0.0,208.0,0,0,0,4,0,2
PRD-00025…27 / PRD-00027,child_point,child/node/12861513294,2,0.0,yes,yes,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
PRD-00025…27 / PRD-00026,child_point,child/node/12861513295,2,0.0,yes,yes,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,0,0,0,2,0,0
PRD-00025…27 / PRD-00025,child_point,child/node/12861513296,2,0.0,yes,yes,24/7,Mobi.E,2,120.0,no,0,0.0,120.0,0,0,0,0,0,2
LSB-00509/511,way,way/1389398642,4,0.0,yes,,24/7,Mobi.E,4,44.0,no,0,0.0,44.0,0,0,0,4,0,0
LSB-00509/511 / LSB-00509,child_point,child/node/9915432836,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,0,0,0,2,0,0
LSB-00509/511 / LSB-00511,child_point,child/node/12861532140,2,0.0,yes,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,0,0,0,2,0,0
LSB-00886…894,way,way/1389401344,18,0.0,yes,,24/7,Mobi.E,18,452.0,no,0,0.0,452.0,0,0,0,16,0,2
