identifier,type,id,operator,capacity,charging_station:output,access,payment:cards,opening_hours,network,total_sockets,total_kw,flag_missing_tag,overflow,overflow_power,adjusted_kw,socket:chademo,socket:chademo:kw,socket:tesla_destination,socket:tesla_destination:kw,socket:type2,socket:type2:kw,socket:type2_cable,socket:type2_cable:kw,socket:type2_combo,socket:type2_combo:kw
MTS-00001,unassigned_point,node/5370481549,Mobiletric,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
MTS-00185,unassigned_point,node/5370503283,Galp Power,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
PRT-00001,unassigned_point,node/5372366165,Mobiletric,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
VNG-00016,unassigned_point,node/5375674785,Mobiletric,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
ETR-00001,unassigned_point,node/5375715583,EDP,2,93.0,yes,no,24/7,Mobi.E,3,143.0,yes,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
ETR-00002,unassigned_point,node/5375719552,EDP,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
CBR-00010,unassigned_point,node/5377859410,Prio.E,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
1A,unassigned_point,node/5378178475,Tesla,1,0.0,yes,no,24/7,Tesla,1,150.0,yes,0,0.0,150.0,,,,,,,,,1,150.0
TVD-00008,unassigned_point,node/5389691532,Galp Geste,2,0.0,yes,no,24/7,Mobi.E,3,143.0,yes,1,43.0,100.0,1,50.0,,,,,1,43.0,1,50.0
TVD-00007,unassigned_point,node/5389691533,Galp Geste,2,0.0,yes,no,24/7,Mobi.E,3,143.0,yes,1,43.0,100.0,1,50.0,,,,,1,43.0,1,50.0
LRS-00143,unassigned_point,node/5389986370,Galp Power,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
LRS-00034,unassigned_point,node/5390017495,Mobiletric,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
LSB-00855,unassigned_point,node/5390056784,Repsol,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
LSB-00201,unassigned_point,node/5390125519,Mobiletric,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
CSC-00412,unassigned_point,node/5393208974,Galp Power,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
CSC-00015,unassigned_point,node/5393259003,Mobiletric,2,93.0,yes,no,24/7,Mobi.E,3,143.0,yes,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
LGS-00002,unassigned_point,node/5398312785,Galp Geste,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
LGS-00003,unassigned_point,node/5398312786,Galp Geste,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
LSB-90038,unassigned_point,node/5417595987,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
BRG-90003,unassigned_point,node/5484497721,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LSB-90016,unassigned_point,node/5608875987,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
3C,unassigned_point,node/5617743685,Tesla,1,0.0,yes,yes,24/7,Tesla,1,250.0,yes,0,0.0,250.0,,,,,,,,,1,250.0
1A,unassigned_point,node/5624728860,Tesla,1,0.0,yes,no,24/7,Tesla,1,150.0,yes,0,0.0,150.0,,,,,,,,,1,150.0
STN-00003,unassigned_point,node/5645722923,Emacom,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LRS-90031,unassigned_point,node/5820777537,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
VIS-00033,unassigned_point,node/6004869429,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
node/6506375214,unassigned_point,node/6506375214,Restaurante Colher de Pau,2,0.0,customers,,,,2,22.0,no,0,0.0,22.0,,,1,11.0,,,1,11.0,,
Renault Ílhavo,unassigned_point,node/6557043974,Renault,1,0.0,customers,,,Renault,0,0.0,no,-1,0.0,0.0,,,,,,,,,,
ETR-00015,unassigned_point,node/6610289091,KLC Serviços,1,0.0,yes,no,24/7,Mobi.E,1,22.0,no,0,0.0,22.0,,,,,1,22.0,,,,
PRT-90081,unassigned_point,node/6622563117,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
VIS-90038,unassigned_point,node/6635281048,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
VIS-90032,unassigned_point,node/6635281049,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
VIS-00040,unassigned_point,node/6635281050,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
VIS-90039,unassigned_point,node/6635281051,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
VIS-00056,unassigned_point,node/6635281052,Mota Engil II,2,0.0,yes,no,08:00-01:00,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
VIS-00035,unassigned_point,node/6635281053,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
VIS-00034,unassigned_point,node/6635281054,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
VIS-00053,unassigned_point,node/6635524353,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
VIS-90036,unassigned_point,node/6635524354,EDP,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
GMR-00124,unassigned_point,node/6860923888,EDP,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
GMR-00016,unassigned_point,node/6860933517,Mobi.E,2,93.0,yes,no,24/7,Mobi.E,3,143.0,yes,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
LLE-00049,unassigned_point,node/6905244011,Loulé Concelho Global,2,72.0,yes,no,24/7,Mobi.E,3,122.0,no,1,22.0,72.0,1,50.0,,,1,22.0,,,1,50.0
FAR-00074,unassigned_point,node/6905244952,Charging Together,2,50.0,yes,yes,24/7,Mobi.E,2,100.0,no,0,0.0,50.0,,,,,,,,,2,50.0
FAR-00034,unassigned_point,node/6905269374,Prio.E,1,50.0,yes,no,24/7,Mobi.E,2,100.0,no,1,50.0,50.0,1,50.0,,,,,,,1,50.0
LLE-00043,unassigned_point,node/6905683672,Loulé Concelho Global,2,72.0,yes,no,24/7,Mobi.E,3,122.0,no,1,22.0,72.0,1,50.0,,,1,22.0,,,1,50.0
LLE-00084,unassigned_point,node/6906350097,Galp Power,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
Mercedes Country House Tesla Destination Charger,unassigned_point,node/6966002198,Mercedes Country House,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Hotel Vila Monte Tesla Destination Charger,unassigned_point,node/6966002231,Hotel Vila Monte,2,0.0,customers,,24/7,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Praia Verde Boutique Hotel Tesla Destination Charger,unassigned_point,node/6966002232,Praia Verde Boutique Hotel,2,0.0,customers,,,Tesla,2,22.0,no,0,0.0,22.0,,,1,11.0,,,1,11.0,,
dc40070,unassigned_point,node/6966131935,Hotel Faro,1,0.0,customers,,,Tesla,1,22.0,yes,0,0.0,22.0,,,1,22.0,,,,,,
Martinhal Quinta do Lago Tesla Destination Charger,unassigned_point,node/6966204428,Martinhal Quinta do Lago,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
dc58354,unassigned_point,node/6966252911,Casino Vilamoura,1,0.0,customers,,,Tesla,1,22.0,yes,0,0.0,22.0,,,1,22.0,,,,,,
B&B Casa Mocho Branco,unassigned_point,node/6968737908,B&B Casa Mocho Branco,2,0.0,customers,,,,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Hotel Anantara Vilamoura Tesla Destination Charger,unassigned_point,node/6969121785,Hotel Anantara Vilamoura,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
dc28645,unassigned_point,node/6969803666,Longevity Cegonha Country Club,1,0.0,customers,,,Tesla,1,22.0,yes,0,0.0,22.0,,,1,22.0,,,,,,
Paraíso de Albufeira Tesla Destination Charger,unassigned_point,node/6971573781,Paraíso de Albufeira,2,0.0,customers,,,Tesla,2,34.0,no,0,0.0,34.0,,,1,17.0,,,1,17.0,,
Marina de Albufeira,unassigned_point,node/6973507743,Marina de Albufeira,2,0.0,yes,no,,,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Hotel Baia Grande Tesla Destination Charger,unassigned_point,node/6973556961,Hotel Baia Grande,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Vilalara Thalassa Resort Destination Charger,unassigned_point,node/6979846143,Vilalara Thalassa Resort,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Vale d'Oliveiras Quinta Resort & SPA Tesla Destination Charger,unassigned_point,node/6989961463,Vale d'Oliveiras Quinta Resort & SPA,1,0.0,customers,,,Tesla,2,44.0,no,1,22.0,22.0,,,1,22.0,,,1,22.0,,
Marina de Portimão Tesla Destination Charger,unassigned_point,node/6990026984,Marina de Portimão,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
dc39675,unassigned_point,node/6992084274,Jupiter Algarve Hotel,1,0.0,customers,,,Tesla,1,22.0,yes,0,0.0,22.0,,,1,22.0,,,,,,
PRT-00359,unassigned_point,node/7008208950,Prio.E,2,0.0,yes,no,24/7,Mobi.E,2,110.0,yes,0,0.0,110.0,1,50.0,,,,,,,1,60.0
VNG-90007,unassigned_point,node/7008637803,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
Pestana Alvor Praia Tesla Destination Charger,unassigned_point,node/7013593502,Pestana Alvor Praia,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Memmo Baleeira Hotel Sagres Tesla Destination Charger,unassigned_point,node/7028312084,Memmo Baleeira Hotel Sagres,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
Villa Monte D'Oiro Tesla Destination Charger,unassigned_point,node/7031087647,Villa Monte D'Oiro,2,0.0,customers,,,Tesla,2,22.0,no,0,0.0,22.0,,,1,11.0,,,1,11.0,,
Marina Club Lagos Resort,unassigned_point,node/7031087871,Marina Club Lagos Resort,1,0.0,customers,,,,2,34.0,no,1,17.0,17.0,,,1,17.0,,,1,17.0,,
Marina de Lagos,unassigned_point,node/7031126811,Marina de Lagos,2,0.0,customers,,,,2,34.0,no,0,0.0,34.0,,,1,17.0,,,1,17.0,,
Aqualuz Suite Hotel Apartamentos Lagos Tesla Destination Charger,unassigned_point,node/7031340598,Aqualuz Suite Hotel Apartamentos Lagos,2,0.0,customers,,,Tesla,2,44.0,no,0,0.0,44.0,,,1,22.0,,,1,22.0,,
dc41908,unassigned_point,node/7031340600,Lagos Avenida Hotel,1,0.0,customers,,,Tesla,1,22.0,yes,0,0.0,22.0,,,1,22.0,,,,,,
Villa Doris Suites,unassigned_point,node/7031489672,Villa Doris Suites,2,0.0,customers,,,,2,34.0,no,0,0.0,34.0,,,1,17.0,,,1,17.0,,
Villa Mar Azul Tesla Destination Charger,unassigned_point,node/7031570579,Villa Mar Azul,2,0.0,customers,,,Tesla,2,22.0,no,0,0.0,22.0,,,1,11.0,,,1,11.0,,
Costa d'Oiro Ambiance Village Tesla Destination Charger,unassigned_point,node/7031570580,Costa d'Oiro Ambiance Village,2,0.0,customers,,,Tesla,2,22.0,no,0,0.0,22.0,,,1,11.0,,,1,11.0,,
SBA-80001,unassigned_point,node/7070338775,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
TVR-00001,unassigned_point,node/7070338776,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
ACT-90001,unassigned_point,node/7070360267,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
ABF-00084,unassigned_point,node/7070406263,KLC Serviços,2,0.0,yes,no,24/7,Mobi.E,3,122.0,yes,1,22.0,100.0,1,50.0,,,,,1,22.0,1,50.0
LLE-00225,unassigned_point,node/7070428801,Charging Together,2,50.0,yes,yes,24/7,Mobi.E,2,100.0,no,0,0.0,50.0,,,,,,,,,2,50.0
LGA-00042,unassigned_point,node/7070440679,Prio.E,2,60.0,yes,no,24/7,Mobi.E,2,110.0,no,0,0.0,60.0,1,50.0,,,,,,,1,60.0
VRS-90001,unassigned_point,node/7070505494,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
VNC-90001,unassigned_point,node/7098645679,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
FAR-90001,unassigned_point,node/7126741218,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
FAR-00019,unassigned_point,node/7126741219,Mota Engil II,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
FAR-90007,unassigned_point,node/7126770376,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
FAR-80006,unassigned_point,node/7126770377,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
FAR-00005,unassigned_point,node/7126770378,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
FAR-90004,unassigned_point,node/7126770379,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
FAR-90003,unassigned_point,node/7126770380,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
FAR-90002,unassigned_point,node/7126780244,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
LLE-00079,unassigned_point,node/7127044141,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LLE-00165,unassigned_point,node/7127068946,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LLE-00162,unassigned_point,node/7127072234,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LLE-00174,unassigned_point,node/7127082177,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LLE-00083,unassigned_point,node/7129425281,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LLE-00074,unassigned_point,node/7131880291,Loulé Concelho Global,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LLE-00073,unassigned_point,node/7131888831,Loulé Concelho Global,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LLE-00022,unassigned_point,node/7131901084,Loulé Concelho Global,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LLE-00021,unassigned_point,node/7131935132,Loulé Concelho Global,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CTM-90001,unassigned_point,node/7132119407,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LLE-00053,unassigned_point,node/7133188012,Plug,2,0.0,yes,no,24/7,Mobi.E,2,14.8,yes,0,0.0,14.8,,,,,2,7.4,,,,
BRG-90014,unassigned_point,node/7133311288,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
ABF-00036,unassigned_point,node/7133557515,Galp Power,2,0.0,customers,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,2,11.0,,,,
ABF-00082,unassigned_point,node/7133570877,KLC Serviços,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
ABF-00083,unassigned_point,node/7137133700,KLC Serviços,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
LGA-00014,unassigned_point,node/7137653607,Plug,2,0.0,yes,no,"Mo-Sa 09:00-13:00,15:00-19:00",Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
PTM-00003,unassigned_point,node/7137663425,EV Power,2,0.0,yes,no,09:00-21:00,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LGS-00031,unassigned_point,node/7139035635,KLC Serviços,2,0.0,yes,no,08:30-24:00,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
FAR-80008,unassigned_point,node/7159220711,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
OLH-90001,unassigned_point,node/7159234140,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
ABF-90001,unassigned_point,node/7159237167,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
MCQ-00001,unassigned_point,node/7159237168,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
VBP-00001,unassigned_point,node/7159245417,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
PTM-90001,unassigned_point,node/7190841643,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LSB-80144,unassigned_point,node/7231661007,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
ALB-00008,unassigned_point,node/7241151692,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
ALB-00003,unassigned_point,node/7249654002,Helexia II,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LGS-90001,unassigned_point,node/7272396942,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
SLV-80001,unassigned_point,node/7272396943,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
LGA-80001,unassigned_point,node/7272409829,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
AJZ-00001,unassigned_point,node/7296518412,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
AVR-00064,unassigned_point,node/7441663987,Charging Together,2,50.0,yes,no,24/7,Mobi.E,2,100.0,no,0,0.0,50.0,,,,,,,,,2,50.0
LLE-90001,unassigned_point,node/7552434848,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
PTM-00027,unassigned_point,node/7560805920,Bluecharge,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
ABF-00037,unassigned_point,node/7563719576,Galp Power,2,0.0,customers,no,24/7,Mobi.E,2,22.0,no,0,0.0,22.0,,,,,2,11.0,,,,
LGS-00009,unassigned_point,node/7590165361,iHome,1,0.0,yes,no,08:30-24:00,Mobi.E,2,100.0,yes,1,50.0,50.0,1,50.0,,,,,,,1,50.0
ODM-90002,unassigned_point,node/7593143797,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
ODM-80003,unassigned_point,node/7593159464,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
ODM-90004,unassigned_point,node/7593177680,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
AMD-00101,unassigned_point,node/7633987960,Prio.E,1,50.0,yes,no,24/7,Mobi.E,2,100.0,no,1,50.0,50.0,1,50.0,,,,,,,1,50.0
LRS-00014,unassigned_point,node/7636753917,Powerdot,2,0.0,yes,no,08:00-19:00,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
LRS-90015,unassigned_point,node/7636753918,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,yes,0,0.0,7.4,,,,,2,3.7,,,,
LRS-00195,unassigned_point,node/7636753920,Charging Together,2,50.0,yes,no,24/7,Mobi.E,2,100.0,no,0,0.0,50.0,,,,,,,,,2,50.0
FAR-00025,unassigned_point,node/7692759834,Galp Power,2,0.0,yes,no,08:00-20:00,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
AJT-00003,unassigned_point,node/7714934291,Powerdot,2,0.0,yes,no,07:00-21:00,Mobi.E,2,14.8,yes,0,0.0,14.8,,,,,2,7.4,,,,
BJA-90001,unassigned_point,node/7716628055,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
BJA-90003,unassigned_point,node/7716685370,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
BJA-90004,unassigned_point,node/7716725268,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,14.8,yes,0,0.0,14.8,,,,,2,7.4,,,,
BJA-90005,unassigned_point,node/7716780557,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
MRA-90001,unassigned_point,node/7726337961,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
CVR-00002,unassigned_point,node/7736361143,Galp Power,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
BJA-00006,unassigned_point,node/7745098848,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
EVR-90006,unassigned_point,node/7745153196,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
EVR-00007,unassigned_point,node/7745153783,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
RDD-00001,unassigned_point,node/7746361526,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
ABF-00013,unassigned_point,node/7750060613,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
ALT-00001,unassigned_point,node/7765084153,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
CRT-90001,unassigned_point,node/7765216293,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
ELV-80001,unassigned_point,node/7765233425,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
GAV-00001,unassigned_point,node/7765288944,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
MRV-90001,unassigned_point,node/7765313365,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
PSR-90001,unassigned_point,node/7765606919,EDP,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
PTG-90001,unassigned_point,node/7770882156,Galp Power,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
PTG-00003,unassigned_point,node/7770950479,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
PTG-00002,unassigned_point,node/7770954366,EDP,2,0.0,yes,no,24/7,Mobi.E,2,14.8,no,0,0.0,14.8,,,,,2,7.4,,,,
PTG-90004,unassigned_point,node/7770962109,EDP,2,0.0,yes,no,24/7,Mobi.E,2,7.4,no,0,0.0,7.4,,,,,2,3.7,,,,
SSL-90001,unassigned_point,node/7771044434,Powerdot,2,0.0,yes,no,24/7,Mobi.E,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
Continente Bom Dia Alcochete,unassigned_point,node/7773707630,Continente,2,0.0,yes,no,09:00-21:00,Continente Plug&Charge,2,44.0,no,0,0.0,44.0,,,,,2,22.0,,,,
ACH-00002,unassigned_point,node/7773723046,Galp Geste,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
ACH-00021,unassigned_point,node/7773739672,Atlante,2,0.0,yes,no,24/7,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
ACH-00003,unassigned_point,node/7773747775,Galp Geste,2,93.0,yes,no,24/7,Mobi.E,3,143.0,no,1,43.0,93.0,1,50.0,,,,,1,43.0,1,50.0
ACH-00020,unassigned_point,node/7773790792,Atlante,2,0.0,yes,no,10:00-22:00,Mobi.E,2,44.0,yes,0,0.0,44.0,,,,,2,22.0,,,,
